pollster,sample_size,state,candidate_name,pct,start_date,end_date,pollscore,numeric_grade
Muhlenberg,450,Pennsylvania,Kamala Harris,48,9/16/24,9/19/24,-1,2.8
Muhlenberg,450,Pennsylvania,Donald Trump,48,9/16/24,9/19/24,-1,2.8
University of Massachusetts Lowell/YouGov,650,Michigan,Kamala Harris,48,9/11/24,9/19/24,-1,2.9
University of Massachusetts Lowell/YouGov,650,Michigan,Donald Trump,43,9/11/24,9/19/24,-1,2.9
University of Massachusetts Lowell/YouGov,650,Michigan,Robert F. Kennedy,2,9/11/24,9/19/24,-1,2.9
University of Massachusetts Lowell/YouGov,650,Michigan,Jill Stein,2,9/11/24,9/19/24,-1,2.9
University of Massachusetts Lowell/YouGov,650,Michigan,Chase Oliver,2,9/11/24,9/19/24,-1,2.9
University of Massachusetts Lowell/YouGov,650,Michigan,Randall A. Terry,0,9/11/24,9/19/24,-1,2.9
University of Massachusetts Lowell/YouGov,650,Michigan,Shiva Ayyadurai,0,9/11/24,9/19/24,-1,2.9
University of Massachusetts Lowell/YouGov,650,Michigan,Joseph Kishore,0,9/11/24,9/19/24,-1,2.9
University of Massachusetts Lowell/YouGov,800,Pennsylvania,Kamala Harris,48,9/11/24,9/19/24,-1,2.9
University of Massachusetts Lowell/YouGov,800,Pennsylvania,Donald Trump,46,9/11/24,9/19/24,-1,2.9
University of Massachusetts Lowell/YouGov,800,Pennsylvania,Jill Stein,1,9/11/24,9/19/24,-1,2.9
University of Massachusetts Lowell/YouGov,800,Pennsylvania,Chase Oliver,1,9/11/24,9/19/24,-1,2.9
Suffolk,500,Michigan,Kamala Harris,47.6,9/16/24,9/18/24,-1,2.9
Suffolk,500,Michigan,Donald Trump,45.4,9/16/24,9/18/24,-1,2.9
Suffolk,500,Michigan,Chase Oliver,0.4,9/16/24,9/18/24,-1,2.9
Suffolk,500,Michigan,Randall A. Terry,0.2,9/16/24,9/18/24,-1,2.9
Suffolk,500,Michigan,Jill Stein,0.2,9/16/24,9/18/24,-1,2.9
Suffolk,500,Michigan,Robert F. Kennedy,0.8,9/16/24,9/18/24,-1,2.9
Suffolk,500,Michigan,Joseph Kishore,0,9/16/24,9/18/24,-1,2.9
Suffolk,500,Michigan,Cornel West,0.4,9/16/24,9/18/24,-1,2.9
Emerson,868,Arizona,Kamala Harris,48.7,9/15/24,9/18/24,-1.1,2.9
Emerson,868,Arizona,Donald Trump,49.8,9/15/24,9/18/24,-1.1,2.9
Emerson,975,Georgia,Kamala Harris,48.2,9/15/24,9/18/24,-1.1,2.9
Emerson,975,Georgia,Donald Trump,50.3,9/15/24,9/18/24,-1.1,2.9
Emerson,875,Michigan,Kamala Harris,50,9/15/24,9/18/24,-1.1,2.9
Emerson,875,Michigan,Donald Trump,49.1,9/15/24,9/18/24,-1.1,2.9
Emerson,895,Nevada,Kamala Harris,48.8,9/15/24,9/18/24,-1.1,2.9
Emerson,895,Nevada,Donald Trump,49,9/15/24,9/18/24,-1.1,2.9
Emerson,880,Pennsylvania,Kamala Harris,49.6,9/15/24,9/18/24,-1.1,2.9
Emerson,880,Pennsylvania,Donald Trump,49.3,9/15/24,9/18/24,-1.1,2.9
Emerson,1000,North Carolina,Kamala Harris,49.7,9/15/24,9/18/24,-1.1,2.9
Emerson,1000,North Carolina,Donald Trump,49.3,9/15/24,9/18/24,-1.1,2.9
Emerson,1000,Wisconsin,Kamala Harris,48.7,9/15/24,9/18/24,-1.1,2.9
Emerson,1000,Wisconsin,Donald Trump,50.3,9/15/24,9/18/24,-1.1,2.9
MassINC Polling Group,800,Pennsylvania,Kamala Harris,50,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Pennsylvania,Donald Trump,46,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Pennsylvania,Jill Stein,1,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Pennsylvania,Chase Oliver,0,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Pennsylvania,Kamala Harris,52,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Pennsylvania,Donald Trump,47,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Massachusetts,Kamala Harris,60,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Massachusetts,Donald Trump,32,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Massachusetts,Robert F. Kennedy,3,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Massachusetts,Jill Stein,1,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Massachusetts,Cornel West,0,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Massachusetts,Chase Oliver,0,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Massachusetts,Kamala Harris,63,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Massachusetts,Donald Trump,35,9/12/24,9/18/24,-0.8,2.8
SurveyUSA,619,New Mexico,Kamala Harris,50,9/12/24,9/18/24,-1.3,2.8
SurveyUSA,619,New Mexico,Donald Trump,42,9/12/24,9/18/24,-1.3,2.8
MassINC Polling Group,800,Wisconsin,Kamala Harris,51,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Wisconsin,Donald Trump,45,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Wisconsin,Robert F. Kennedy,1,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Wisconsin,Jill Stein,1,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Wisconsin,Cornel West,0,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Wisconsin,Chase Oliver,0,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Wisconsin,Kamala Harris,53,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Wisconsin,Donald Trump,46,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Connecticut,Kamala Harris,53,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Connecticut,Donald Trump,37,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Connecticut,Robert F. Kennedy,3,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Rhode Island,Kamala Harris,53,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Rhode Island,Donald Trump,40,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Rhode Island,Robert F. Kennedy,2,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Rhode Island,Jill Stein,1,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Rhode Island,Cornel West,0,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Rhode Island,Kamala Harris,56,9/12/24,9/18/24,-0.8,2.8
MassINC Polling Group,800,Rhode Island,Donald Trump,43,9/12/24,9/18/24,-0.8,2.8
Marist,1663,Pennsylvania,Kamala Harris,49,9/12/24,9/17/24,-0.9,2.9
Marist,1663,Pennsylvania,Donald Trump,48,9/12/24,9/17/24,-0.9,2.9
Marist,1476,Pennsylvania,Kamala Harris,49,9/12/24,9/17/24,-0.9,2.9
Marist,1476,Pennsylvania,Donald Trump,49,9/12/24,9/17/24,-0.9,2.9
Marist,1312,Wisconsin,Kamala Harris,50,9/12/24,9/17/24,-0.9,2.9
Marist,1312,Wisconsin,Donald Trump,47,9/12/24,9/17/24,-0.9,2.9
Marist,1194,Wisconsin,Kamala Harris,50,9/12/24,9/17/24,-0.9,2.9
Marist,1194,Wisconsin,Donald Trump,49,9/12/24,9/17/24,-0.9,2.9
Marist,1282,Michigan,Kamala Harris,50,9/12/24,9/17/24,-0.9,2.9
Marist,1282,Michigan,Donald Trump,47,9/12/24,9/17/24,-0.9,2.9
Marist,1138,Michigan,Kamala Harris,52,9/12/24,9/17/24,-0.9,2.9
Marist,1138,Michigan,Donald Trump,47,9/12/24,9/17/24,-0.9,2.9
Quinnipiac,1331,Pennsylvania,Kamala Harris,51,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1331,Pennsylvania,Donald Trump,45,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1331,Pennsylvania,Jill Stein,1,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1331,Pennsylvania,Chase Oliver,1,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1331,Pennsylvania,Kamala Harris,51,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1331,Pennsylvania,Donald Trump,46,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,905,Michigan,Kamala Harris,50,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,905,Michigan,Donald Trump,45,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,905,Michigan,Jill Stein,2,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,905,Michigan,Chase Oliver,0,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,905,Michigan,Cornel West,0,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,905,Michigan,Randall A. Terry,0,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,905,Michigan,Kamala Harris,51,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,905,Michigan,Donald Trump,46,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1075,Wisconsin,Kamala Harris,48,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1075,Wisconsin,Donald Trump,47,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1075,Wisconsin,Jill Stein,1,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1075,Wisconsin,Chase Oliver,0,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1075,Wisconsin,Cornel West,0,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1075,Wisconsin,Randall A. Terry,0,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1075,Wisconsin,Claudia De La Cruz,0,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1075,Wisconsin,Kamala Harris,49,9/12/24,9/16/24,-0.5,2.8
Quinnipiac,1075,Wisconsin,Donald Trump,48,9/12/24,9/16/24,-0.5,2.8
U. New Hampshire,683,Rhode Island,Kamala Harris,58,9/12/24,9/16/24,-0.3,2.6
U. New Hampshire,683,Rhode Island,Donald Trump,38,9/12/24,9/16/24,-0.3,2.6
U. New Hampshire,683,Rhode Island,Chase Oliver,0,9/12/24,9/16/24,-0.3,2.6
U. New Hampshire,683,Rhode Island,Jill Stein,2,9/12/24,9/16/24,-0.3,2.6
U. New Hampshire,564,Massachusetts,Kamala Harris,62,9/12/24,9/16/24,-0.3,2.6
U. New Hampshire,564,Massachusetts,Donald Trump,31,9/12/24,9/16/24,-0.3,2.6
U. New Hampshire,564,Massachusetts,Chase Oliver,0,9/12/24,9/16/24,-0.3,2.6
U. New Hampshire,564,Massachusetts,Jill Stein,2,9/12/24,9/16/24,-0.3,2.6
U. New Hampshire,1695,New Hampshire,Kamala Harris,54,9/12/24,9/16/24,-0.3,2.6
U. New Hampshire,1695,New Hampshire,Donald Trump,43,9/12/24,9/16/24,-0.3,2.6
U. New Hampshire,1695,New Hampshire,Chase Oliver,1,9/12/24,9/16/24,-0.3,2.6
U. New Hampshire,1695,New Hampshire,Jill Stein,0,9/12/24,9/16/24,-0.3,2.6
The Washington Post,1003,Pennsylvania,Kamala Harris,48,9/12/24,9/16/24,-1.2,3
The Washington Post,1003,Pennsylvania,Donald Trump,47,9/12/24,9/16/24,-1.2,3
The Washington Post,1003,Pennsylvania,Jill Stein,1,9/12/24,9/16/24,-1.2,3
The Washington Post,1003,Pennsylvania,Chase Oliver,0,9/12/24,9/16/24,-1.2,3
The Washington Post,1003,Pennsylvania,Kamala Harris,48,9/12/24,9/16/24,-1.2,3
The Washington Post,1003,Pennsylvania,Donald Trump,48,9/12/24,9/16/24,-1.2,3
Siena,1003,New York,Kamala Harris,52,9/11/24,9/16/24,-0.8,2.7
Siena,1003,New York,Donald Trump,40,9/11/24,9/16/24,-0.8,2.7
Siena,1003,New York,Jill Stein,2,9/11/24,9/16/24,-0.8,2.7
Siena,1003,New York,Chase Oliver,0,9/11/24,9/16/24,-0.8,2.7
Siena,1003,New York,Cornel West,1,9/11/24,9/16/24,-0.8,2.7
Siena,1003,New York,Kamala Harris,55,9/11/24,9/16/24,-0.8,2.7
Siena,1003,New York,Donald Trump,42,9/11/24,9/16/24,-0.8,2.7
Siena/NYT,1082,Pennsylvania,Kamala Harris,50,9/11/24,9/16/24,-1.5,3
Siena/NYT,1082,Pennsylvania,Donald Trump,46,9/11/24,9/16/24,-1.5,3
Siena/NYT,1082,Pennsylvania,Kamala Harris,50,9/11/24,9/16/24,-1.5,3
Siena/NYT,1082,Pennsylvania,Donald Trump,46,9/11/24,9/16/24,-1.5,3
Siena/NYT,1082,Pennsylvania,Kamala Harris,48,9/11/24,9/16/24,-1.5,3
Siena/NYT,1082,Pennsylvania,Donald Trump,45,9/11/24,9/16/24,-1.5,3
Siena/NYT,1082,Pennsylvania,Jill Stein,1,9/11/24,9/16/24,-1.5,3
Siena/NYT,1082,Pennsylvania,Chase Oliver,1,9/11/24,9/16/24,-1.5,3
Siena/NYT,1082,Pennsylvania,Kamala Harris,49,9/11/24,9/16/24,-1.5,3
Siena/NYT,1082,Pennsylvania,Donald Trump,45,9/11/24,9/16/24,-1.5,3
Siena/NYT,1082,Pennsylvania,Jill Stein,1,9/11/24,9/16/24,-1.5,3
Siena/NYT,1082,Pennsylvania,Chase Oliver,1,9/11/24,9/16/24,-1.5,3
U. Georgia SPIA,1000,Georgia,Kamala Harris,44.4,9/9/24,9/15/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Donald Trump,46.9,9/9/24,9/15/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Chase Oliver,0.3,9/9/24,9/15/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Jill Stein,0.1,9/9/24,9/15/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Cornel West,0.7,9/9/24,9/15/24,-0.2,2.2
U. Georgia SPIA,1000,Georgia,Claudia De La Cruz,0,9/9/24,9/15/24,-0.2,2.2
Pan Atlantic Research,812,Maine,Kamala Harris,50,9/5/24,9/15/24,-0.1,2.1
Pan Atlantic Research,812,Maine,Donald Trump,41,9/5/24,9/15/24,-0.1,2.1
Pan Atlantic Research,812,Maine,Cornel West,1,9/5/24,9/15/24,-0.1,2.1
Pan Atlantic Research,812,Maine,Jill Stein,1,9/5/24,9/15/24,-0.1,2.1
Pan Atlantic Research,812,Maine,Chase Oliver,1,9/5/24,9/15/24,-0.1,2.1
Pan Atlantic Research,414,Maine CD-1,Kamala Harris,58,9/5/24,9/15/24,-0.1,2.1
Pan Atlantic Research,414,Maine CD-1,Donald Trump,32,9/5/24,9/15/24,-0.1,2.1
Pan Atlantic Research,398,Maine CD-2,Kamala Harris,42,9/5/24,9/15/24,-0.1,2.1
Pan Atlantic Research,398,Maine CD-2,Donald Trump,49,9/5/24,9/15/24,-0.1,2.1
Franklin and Marshall College,890,Pennsylvania,Kamala Harris,49,9/4/24,9/15/24,-0.1,2.4
Franklin and Marshall College,890,Pennsylvania,Donald Trump,46,9/4/24,9/15/24,-0.1,2.4
Franklin and Marshall College,890,Pennsylvania,Jill Stein,1,9/4/24,9/15/24,-0.1,2.4
Franklin and Marshall College,890,Pennsylvania,Chase Oliver,1,9/4/24,9/15/24,-0.1,2.4
Suffolk,500,Pennsylvania,Kamala Harris,48.6,9/11/24,9/14/24,-1,2.9
Suffolk,500,Pennsylvania,Donald Trump,45.6,9/11/24,9/14/24,-1,2.9
Suffolk,500,Pennsylvania,Chase Oliver,0.4,9/11/24,9/14/24,-1,2.9
Suffolk,500,Pennsylvania,Jill Stein,0.2,9/11/24,9/14/24,-1,2.9
Emerson,890,Maryland,Kamala Harris,65.3,9/12/24,9/13/24,-1.1,2.9
Emerson,890,Maryland,Donald Trump,33.3,9/12/24,9/13/24,-1.1,2.9
Emerson,850,Missouri,Kamala Harris,43.4,9/12/24,9/13/24,-1.1,2.9
Emerson,850,Missouri,Donald Trump,55.2,9/12/24,9/13/24,-1.1,2.9
Emerson,1000,Indiana,Kamala Harris,40.7,9/12/24,9/13/24,-1.1,2.9
Emerson,1000,Indiana,Donald Trump,57.9,9/12/24,9/13/24,-1.1,2.9
Elon U.,800,North Carolina,Kamala Harris,46,9/4/24,9/13/24,-0.6,2.5
Elon U.,800,North Carolina,Donald Trump,45,9/4/24,9/13/24,-0.6,2.5
Alaska Survey Research,1254,Alaska,Kamala Harris,42,9/11/24,9/12/24,-0.1,1.9
Alaska Survey Research,1254,Alaska,Donald Trump,47,9/11/24,9/12/24,-0.1,1.9
Alaska Survey Research,1254,Alaska,Robert F. Kennedy,4,9/11/24,9/12/24,-0.1,1.9
Mitchell,580,Michigan,Kamala Harris,48,9/11/24,9/11/24,-0.2,2.4
Mitchell,580,Michigan,Donald Trump,48,9/11/24,9/11/24,-0.2,2.4
Mitchell,580,Michigan,Kamala Harris,47,9/11/24,9/11/24,-0.2,2.4
Mitchell,580,Michigan,Donald Trump,46,9/11/24,9/11/24,-0.2,2.4
Mitchell,580,Michigan,Robert F. Kennedy,2,9/11/24,9/11/24,-0.2,2.4
Mitchell,580,Michigan,Joseph Kishore,0,9/11/24,9/11/24,-0.2,2.4
Mitchell,580,Michigan,Jill Stein,1,9/11/24,9/11/24,-0.2,2.4
Mitchell,580,Michigan,Randall A. Terry,0,9/11/24,9/11/24,-0.2,2.4
Mitchell,580,Michigan,Cornel West,0,9/11/24,9/11/24,-0.2,2.4
Selzer,656,Iowa,Kamala Harris,43,9/8/24,9/11/24,-1.2,2.8
Selzer,656,Iowa,Donald Trump,47,9/8/24,9/11/24,-1.2,2.8
Selzer,656,Iowa,Robert F. Kennedy,6,9/8/24,9/11/24,-1.2,2.8
Selzer,656,Iowa,Chase Oliver,1,9/8/24,9/11/24,-1.2,2.8
Data Orbital,550,Arizona,Kamala Harris,46,9/7/24,9/9/24,-0.9,2.9
Data Orbital,550,Arizona,Donald Trump,46.2,9/7/24,9/9/24,-0.9,2.9
Redfield & Wilton Strategies,495,North Carolina,Kamala Harris,45,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,495,North Carolina,Donald Trump,44,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,495,North Carolina,Chase Oliver,0,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,495,North Carolina,Jill Stein,0,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,765,Arizona,Kamala Harris,46,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,765,Arizona,Donald Trump,47,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,765,Arizona,Chase Oliver,1,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,765,Arizona,Jill Stein,1,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,1465,Florida,Kamala Harris,44,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,1465,Florida,Donald Trump,50,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,1465,Florida,Chase Oliver,0,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,1465,Florida,Jill Stein,0,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,562,Georgia,Kamala Harris,47,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,562,Georgia,Donald Trump,49,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,562,Georgia,Chase Oliver,0,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,562,Georgia,Jill Stein,1,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,556,Michigan,Kamala Harris,48,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,556,Michigan,Donald Trump,45,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,556,Michigan,Chase Oliver,1,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,556,Michigan,Jill Stein,1,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,617,Minnesota,Kamala Harris,51,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,617,Minnesota,Donald Trump,44,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,617,Minnesota,Chase Oliver,0,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,617,Minnesota,Jill Stein,0,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,698,Nevada,Kamala Harris,45,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,698,Nevada,Donald Trump,46,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,698,Nevada,Chase Oliver,1,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,698,Nevada,Jill Stein,1,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,521,New Mexico,Kamala Harris,49,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,521,New Mexico,Donald Trump,44,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,521,New Mexico,Chase Oliver,1,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,521,New Mexico,Jill Stein,1,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,801,Pennsylvania,Kamala Harris,45,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,801,Pennsylvania,Donald Trump,45,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,801,Pennsylvania,Chase Oliver,1,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,801,Pennsylvania,Jill Stein,0,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,626,Wisconsin,Kamala Harris,49,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,626,Wisconsin,Donald Trump,46,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,626,Wisconsin,Chase Oliver,1,9/6/24,9/9/24,0.4,1.8
Redfield & Wilton Strategies,626,Wisconsin,Jill Stein,0,9/6/24,9/9/24,0.4,1.8
PPIC,1071,California,Kamala Harris,60,8/29/24,9/9/24,-0.4,2.5
PPIC,1071,California,Donald Trump,29,8/29/24,9/9/24,-0.4,2.5
PPIC,1071,California,Robert F. Kennedy,4,8/29/24,9/9/24,-0.4,2.5
PPIC,1071,California,Chase Oliver,1,8/29/24,9/9/24,-0.4,2.5
PPIC,1071,California,Jill Stein,1,8/29/24,9/9/24,-0.4,2.5
PPIC,1071,California,Claudia De La Cruz,1,8/29/24,9/9/24,-0.4,2.5
Quinnipiac,940,North Carolina,Kamala Harris,49,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,940,North Carolina,Donald Trump,46,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,940,North Carolina,Jill Stein,1,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,940,North Carolina,Chase Oliver,0,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,940,North Carolina,Cornel West,0,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,940,North Carolina,Randall A. Terry,0,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,940,North Carolina,Kamala Harris,50,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,940,North Carolina,Donald Trump,47,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,969,Georgia,Kamala Harris,45,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,969,Georgia,Donald Trump,49,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,969,Georgia,Cornel West,1,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,969,Georgia,Claudia De La Cruz,1,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,969,Georgia,Jill Stein,0,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,969,Georgia,Chase Oliver,0,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,969,Georgia,Kamala Harris,46,9/4/24,9/8/24,-0.5,2.8
Quinnipiac,969,Georgia,Donald Trump,49,9/4/24,9/8/24,-0.5,2.8
Washington Post/George Mason University,1005,Virginia,Kamala Harris,50,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Donald Trump,42,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Claudia De La Cruz,1,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Jill Stein,1,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Chase Oliver,1,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Cornel West,0,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Kamala Harris,51,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Donald Trump,43,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Kamala Harris,49,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Donald Trump,42,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Claudia De La Cruz,1,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Jill Stein,1,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Chase Oliver,1,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Cornel West,0,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Kamala Harris,51,9/4/24,9/8/24,-0.8,2.7
Washington Post/George Mason University,1005,Virginia,Donald Trump,43,9/4/24,9/8/24,-0.8,2.7
SurveyUSA,676,North Carolina,Kamala Harris,49,9/4/24,9/7/24,-1.3,2.8
SurveyUSA,676,North Carolina,Donald Trump,46,9/4/24,9/7/24,-1.3,2.8
YouGov,1077,Michigan,Kamala Harris,50,9/3/24,9/6/24,-1.1,3
YouGov,1077,Michigan,Donald Trump,49,9/3/24,9/6/24,-1.1,3
YouGov,1078,Pennsylvania,Kamala Harris,50,9/3/24,9/6/24,-1.1,3
YouGov,1078,Pennsylvania,Donald Trump,50,9/3/24,9/6/24,-1.1,3
YouGov,946,Wisconsin,Kamala Harris,51,9/3/24,9/6/24,-1.1,3
YouGov,946,Wisconsin,Donald Trump,49,9/3/24,9/6/24,-1.1,3
Virginia Commonwealth U.,813,Virginia,Kamala Harris,46,8/26/24,9/6/24,-0.1,2.1
Virginia Commonwealth U.,813,Virginia,Donald Trump,36,8/26/24,9/6/24,-0.1,2.1
Virginia Commonwealth U.,813,Virginia,Cornel West,2,8/26/24,9/6/24,-0.1,2.1
Virginia Commonwealth U.,813,Virginia,Jill Stein,1,8/26/24,9/6/24,-0.1,2.1
Virginia Commonwealth U.,749,Virginia,Kamala Harris,49.4,8/26/24,9/6/24,-0.1,2.1
Virginia Commonwealth U.,749,Virginia,Donald Trump,35.7,8/26/24,9/6/24,-0.1,2.1
Virginia Commonwealth U.,749,Virginia,Cornel West,1.2,8/26/24,9/6/24,-0.1,2.1
Virginia Commonwealth U.,749,Virginia,Jill Stein,1.1,8/26/24,9/6/24,-0.1,2.1
Emerson,815,California,Kamala Harris,60.8,9/3/24,9/5/24,-1.1,2.9
Emerson,815,California,Donald Trump,38,9/3/24,9/5/24,-1.1,2.9
Emerson,815,Florida,Kamala Harris,47.6,9/3/24,9/5/24,-1.1,2.9
Emerson,815,Florida,Donald Trump,51.1,9/3/24,9/5/24,-1.1,2.9
Emerson,845,Texas,Kamala Harris,48,9/3/24,9/5/24,-1.1,2.9
Emerson,845,Texas,Donald Trump,50.9,9/3/24,9/5/24,-1.1,2.9
